,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
121,1,59.0,602,0.039645507000386715,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",300,0.6,8192
122,2,59.0,903,0.070558745006565,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",300,0.6,8192
123,4,59.0,1505,0.1248036650067661,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",300,0.6,8192
124,8,61.0,2710,0.22485575900645927,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
125,16,61.0,5118,0.41702485401765443,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
126,32,61.0,9934,0.794197539013112,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
127,64,61.0,19566,1.5433709010249004,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
128,128,61.0,38830,3.0324677580210846,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
129,256,61.0,77358,6.007816459023161,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
130,512,61.0,152307,11.814441709022503,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
131,1024,61.0,152307,11.814441709022503,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
132,2048,61.0,152307,11.814441709022503,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
133,4096,61.0,152307,11.814441709022503,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
134,8192,61.0,152307,11.814441709022503,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",300,0.6,8192
