,Iteration,Time,Fitness,FEvals,max_iters,learning_rate,schedule,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
225,225,37.2669066090002,30.0505104340264,452,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
226,226,37.412428833999,30.0509566742154,454,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
227,227,37.5576920849999,30.0493677601449,456,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
228,228,37.7035186110006,30.0484597976661,458,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
229,229,37.848555085,30.0486060314204,460,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
230,230,37.9943394269994,30.0529369385991,462,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
231,231,38.1398606040002,30.0535385586874,464,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
232,232,38.2859739020005,30.0535385586874,466,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
233,233,38.4312787790004,30.0533986468803,468,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
234,234,38.5769326560003,30.051658260296,470,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
235,235,38.7228450179991,30.0519509680288,472,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
236,236,38.8985054610002,30.0511980447624,474,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
237,237,39.0440744099997,30.0769111962853,476,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
238,238,39.1896814230004,30.0782998662851,478,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
239,239,39.3351366700008,30.0773525839416,480,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
240,240,39.4805756429996,30.0772758530383,482,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
241,241,39.6264171160001,30.0861237047159,484,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
242,242,39.7727995839996,30.0861237047159,486,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
243,243,39.9183976580007,30.0859549479689,488,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
244,244,40.0641310150004,30.0816760806304,490,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
245,245,40.2094303039994,30.0817127422884,492,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
246,246,40.3548430169994,30.081275731087,494,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
247,247,40.5245218420005,30.079633981843,496,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
248,248,40.6705267449997,30.0801749917245,498,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
249,249,40.816142837999,30.078562336563,500,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
250,250,40.9616478810003,30.0785812399415,502,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
251,251,41.1070243459999,30.0783807881136,504,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
252,252,41.2526378540006,30.0785699147576,506,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
253,253,41.3981956989992,30.0841957879106,508,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
254,254,41.544092696,30.0846930584506,510,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
255,255,41.6900167919994,30.0864541204042,512,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
256,256,41.8356149350002,30.0866456811303,514,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
257,257,42.4705327390002,30.0882673523449,516,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
258,258,42.6131202039996,30.0882673523449,518,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
259,259,42.7583426670008,30.0826073955614,520,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
260,260,42.9013333290004,30.0820856945437,522,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
261,261,43.0470733910006,30.082195814692,524,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
262,262,43.192940425999,30.082195814692,526,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
263,263,43.3392483730004,30.0819835261,528,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
264,264,43.4857119280005,30.0827461351981,530,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
265,265,43.6478807139993,30.081431346455,532,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
266,266,43.7958094139995,30.0815205428694,534,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
267,267,43.9419496009996,30.0814101766684,536,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
268,268,44.0880863660004,30.0816161737543,538,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
269,269,44.2337526749998,30.0817030439544,540,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
270,270,44.3843434030005,30.0817082007879,542,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
271,271,44.5315381340006,30.0820983591922,544,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
272,272,44.6817644969997,30.0787465403345,546,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
273,273,44.827389738999,30.079499662304,548,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
274,274,44.9729236269995,30.0795888120141,550,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
275,275,45.1187708969992,30.0793508337334,552,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
276,276,45.2926920650007,30.0801528775858,554,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
277,277,45.4387742130002,30.0795541769142,556,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
278,278,45.584434376,30.0807174425253,558,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
279,279,45.7301582340006,30.0807174425253,560,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
280,280,45.8761326860003,30.0812212438439,562,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
281,281,46.0219198220002,30.0811397528672,564,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
282,282,46.168007975999,30.0811397528672,566,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
283,283,46.313718845,30.0817810054812,568,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
284,284,46.4595517960006,30.0790442715654,570,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
285,285,46.6054006720005,30.0798806716701,572,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
286,286,46.7507969719991,30.0798806716701,574,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
287,287,46.920163883,30.0802952252984,576,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
288,288,47.0669042219997,30.0745453922535,578,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
289,289,47.212499153,30.0842813027345,580,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
290,290,47.358423317999,30.0842396423597,582,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
291,291,47.5040468839998,30.0857120214514,584,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
292,292,47.6502020169992,30.0857645956558,586,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
293,293,47.7957247310005,30.0835295808691,588,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
294,294,47.9415231109997,30.0835295808691,590,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
295,295,48.0871381559991,30.0826376663397,592,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
296,296,48.2330155269992,30.0826040932531,594,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
297,297,48.3800877560007,30.0816460361055,596,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
298,298,48.5447773479991,30.0850360763608,598,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
299,299,48.6910909529997,30.0852373606615,600,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
300,300,48.8369667869993,30.0853951419596,602,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
301,301,48.9833760759993,30.1019071703176,604,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
302,302,49.1295678759998,30.1025515638543,606,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
303,303,49.2756771229997,30.099997744264,608,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
304,304,49.4217369210001,30.1000394975592,610,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
305,305,49.5674017639994,30.1000996443753,612,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
306,306,49.7161471969994,30.1072913326872,614,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
307,307,49.8616230459993,30.1068610663282,616,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
308,308,50.0074636110003,30.1065522605694,618,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
309,309,50.1697569249991,30.1075048401737,620,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
310,310,50.3216735339993,30.1102391961259,622,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
311,311,50.4677987039995,30.1133534041899,624,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
312,312,50.6144525090003,30.1143000751118,626,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
313,313,50.7607837840005,30.1141191567962,628,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
314,314,50.9068201859991,30.1141095862601,630,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
315,315,51.0529378829997,30.1109997901704,632,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
316,316,51.1991433029998,30.1117204517539,634,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
317,317,51.3454581639999,30.1118936795559,636,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
318,318,51.491406006,30.1096807169738,638,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
319,319,51.6372597009995,30.1096687699245,640,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
320,320,51.7927177879992,30.1096184624857,642,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
321,321,51.9464409299999,30.1096184624857,644,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
322,322,52.0920779749995,30.1110987592487,646,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
323,323,52.2379357209993,30.1108980295577,648,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
324,324,52.3839418810003,30.1079570977242,650,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
325,325,52.5295875869997,30.1114071983636,652,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
326,326,52.6762545919992,30.1117944349153,654,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
327,327,52.8228243070007,30.111967047556,656,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
328,328,52.9687224909994,30.1119692461055,658,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
329,329,53.11533495,30.1154443890946,660,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
330,330,53.2616616849991,30.114461356658,662,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
331,331,53.4270802880001,30.1146419586554,664,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
332,332,53.5826044450005,30.1144868431184,666,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
333,333,53.7286747899998,30.1145507957546,668,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
334,334,53.8748762979994,30.114928253966,670,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
335,335,54.0205375789992,30.1142946628252,672,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
336,336,54.1663851279991,30.1134263267356,674,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
337,337,54.3128771779993,30.1081032377264,676,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
338,338,54.4591597029994,30.1081032377264,678,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
339,339,54.6049119180007,30.1081001046317,680,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
340,340,54.7570367259996,30.1115609967564,682,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
341,341,54.9038469770003,30.1115941593719,684,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
342,342,55.0661189189996,30.1141844777491,686,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
343,343,55.2202398810005,30.1144001006812,688,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
344,344,55.3665317640007,30.1125595314263,690,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
345,345,55.5127544349998,30.1063004877663,692,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
346,346,55.6587134509991,30.1063829267442,694,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
347,347,55.8049760009999,30.1064434380092,696,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
348,348,55.9516507589997,30.1063176957926,698,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
349,349,56.0979524899994,30.1063045678592,700,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
350,350,56.2449651429997,30.1050724278423,702,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
351,351,56.3915011949994,30.1050876479439,704,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
352,352,56.5379623059998,30.1034699376538,706,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
353,353,56.6961088900007,30.1028636830813,708,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
354,354,56.8478754789994,30.1028636830813,710,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
355,355,56.9936836369998,30.10266662471,712,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
356,356,57.139744692,30.1028375992754,714,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
357,357,57.2864635200003,30.1031779953273,716,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
358,358,57.4324093369996,30.1031779953273,718,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
359,359,57.5796565889996,30.1046746691552,720,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
360,360,57.7258636850002,30.1047833572065,722,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
361,361,57.8725895669995,30.1050907615389,724,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
362,362,58.0189860739993,30.1050969431533,726,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
363,363,58.1653663069992,30.1055363897066,728,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
364,364,58.3274384310007,30.1036682390587,730,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
365,365,58.4820210489997,30.1038173080761,732,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
366,366,58.6279836279991,30.1033271169354,734,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
367,367,58.7737758620006,30.1033392546926,736,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
368,368,58.9200782219996,30.108836784761,738,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
369,369,59.0666056129994,30.108836784761,740,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
370,370,59.2135227920007,30.108836784761,742,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
371,371,59.3600610079993,30.1089590719536,744,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
372,372,59.5062456840005,30.1089590719536,746,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
373,373,59.6569876899994,30.1086796525615,748,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
374,374,59.8033299300005,30.1089457090899,750,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
375,375,59.9696997119991,30.1086100227782,752,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
376,376,60.1176041769995,30.1084631693288,754,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
377,377,60.2635548830003,30.1086248252758,756,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
378,378,60.4094807239999,30.1101136757764,758,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
379,379,60.5556616289996,30.110409978312,760,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
380,380,60.702398546,30.111157792823,762,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
381,381,60.848250564999,30.1122944486366,764,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
382,382,60.9950598380001,30.1151410253288,766,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
383,383,61.1412315239995,30.1151410253288,768,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
384,384,61.2879803840006,30.1247590016316,770,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
385,385,61.4339845880004,30.1247961042516,772,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
386,386,61.6004723330007,30.124622354334,774,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
387,387,61.7516391879999,30.1237799716933,776,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
388,388,61.897671748,30.1237799716933,778,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
389,389,62.043902170999,30.1237181147854,780,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
390,390,62.1899128709993,30.1248279040767,782,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
391,391,62.3361700429996,30.1271480984503,784,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
392,392,62.4827758659994,30.1274067340035,786,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
393,393,62.6289461550005,30.1274067340035,788,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
394,394,62.7748123519996,30.1275094826012,790,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
395,395,62.9207666189996,30.1275822502785,792,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
396,396,63.0671095569996,30.1275822502785,794,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
397,397,63.2198795660006,30.1247125586238,796,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
398,398,63.3758564389991,30.1248908621667,798,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
399,399,63.5238466009996,30.1246332525924,800,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
400,400,63.6716218580004,30.1242884840103,802,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
401,401,63.8178460649997,30.1245463470798,804,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
402,402,63.9648190480002,30.1211969726141,806,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
403,403,64.111240627999,30.1220118234747,808,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
404,404,64.2590745529997,30.1236209848972,810,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
405,405,64.4053839669996,30.1238697114494,812,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
406,406,64.5516516160005,30.1264373107088,814,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
407,407,64.6979276460006,30.1259066248147,816,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
408,408,64.8528860829993,30.1261263152225,818,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
409,409,65.0083160930008,30.1292135265696,820,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
410,410,65.1547975979993,30.1274146597512,822,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
411,411,65.3014016750003,30.1277571328719,824,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
412,412,65.4478179479993,30.1280328573301,826,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
413,413,65.5936695479995,30.1282308461101,828,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
414,414,65.7427875880003,30.1292189375794,830,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
415,415,65.8892873210007,30.1296346434692,832,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
416,416,66.0361831280006,30.1296346434692,834,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
417,417,66.1824834630006,30.1296346434692,836,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
418,418,66.3292551609993,30.1299447193582,838,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
419,419,66.4899256959998,30.1299447193582,840,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
420,420,66.6413809290007,30.1314057778448,842,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
421,421,66.7881302770002,30.1305199011563,844,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
422,422,66.9345411020004,30.1313699610252,846,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
423,423,67.080804141,30.130725008202,848,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
424,424,67.2272404579999,30.1316777202333,850,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
425,425,67.3735924060002,30.1318842784551,852,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
426,426,67.5202792460004,30.1358769313629,854,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
427,427,67.6663853499995,30.13534069713,856,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
428,428,67.8126159120002,30.1359400236158,858,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
429,429,67.9591218620008,30.1461704369382,860,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
430,430,68.1308367210004,30.1462865923815,862,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
431,431,68.2777795319998,30.1442879252167,864,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
432,432,68.4240119099995,30.1414586407845,866,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
433,433,68.5702454059992,30.1428010353179,868,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
434,434,68.7167526129997,30.1423214909852,870,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
435,435,68.863393915999,30.145426837281,872,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
436,436,69.0098761890004,30.145426837281,874,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
437,437,69.1560360010008,30.1454292960237,876,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
438,438,69.3018819440003,30.1443048640446,878,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
439,439,69.4479918889992,30.144554435541,880,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
440,440,69.594199961999,30.1447296987313,882,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
441,441,69.7488161040001,30.1447404782467,884,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
442,442,69.8953872860002,30.1464798465782,886,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
443,443,70.0413860429999,30.1466802484673,888,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
444,444,70.1878903159995,30.1419850447871,890,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
445,445,70.3341993110007,30.141660352217,892,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
446,446,70.4809867240001,30.1415120867173,894,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
447,447,70.6272147719992,30.1410764159067,896,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
448,448,70.7736416600001,30.1406995848624,898,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
449,449,70.9202161239991,30.1400217980854,900,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
450,450,71.0664948079993,30.1378280900766,902,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
451,451,71.2130782820004,30.1390419521575,904,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
452,452,71.3811408239999,30.1390419522454,906,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
453,453,71.5272479750001,30.1390419522454,908,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
454,454,71.6732298309998,30.1390419522454,910,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
455,455,71.8197674179992,30.1367043502285,912,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
456,456,71.966685854999,30.1388706335207,914,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
457,457,72.113354047,30.1412070998826,916,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
458,458,72.2596761719997,30.1155646618519,918,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
459,459,72.4058428989993,30.1160920183414,920,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
460,460,72.5522503709999,30.1179321037293,922,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
461,461,72.6981514189993,30.1174016473518,924,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
