,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
49,8,83.7724817640499,1811,0.3514108200033661,"[3, 2, 1, 22, 23, 24, 10, 4, 31, 29, 13, 15, 9, 7, 8, 25, 27, 14, 28, 30, 6, 12, 11, 16, 17, 19, 0, 21, 20, 18, 26, 5]",200,0.4,8192
50,16,72.3888331518873,3423,0.6511738370172679,"[14, 31, 29, 13, 15, 9, 7, 8, 25, 5, 6, 4, 27, 3, 0, 2, 1, 22, 23, 19, 20, 24, 21, 28, 12, 11, 10, 26, 30, 17, 18, 16]",200,0.4,8192
51,32,64.05252409067322,6646,1.265308301022742,"[3, 2, 1, 22, 23, 24, 19, 21, 31, 25, 28, 30, 20, 29, 15, 14, 13, 12, 11, 10, 9, 7, 8, 5, 6, 4, 26, 27, 0, 18, 16, 17]",200,0.4,8192
52,64,51.60838699985623,13091,2.4977426050172653,"[14, 28, 3, 2, 1, 0, 22, 23, 24, 25, 31, 19, 18, 21, 20, 30, 29, 15, 13, 12, 11, 10, 9, 7, 8, 6, 5, 4, 26, 27, 17, 16]",200,0.4,8192
53,128,45.61500641845433,25963,4.861325727018993,"[27, 28, 3, 2, 1, 0, 22, 23, 24, 25, 31, 18, 19, 20, 21, 30, 29, 14, 15, 17, 16, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 26]",200,0.4,8192
54,256,40.35848547237225,51699,9.743699526006822,"[26, 27, 28, 25, 3, 2, 1, 0, 22, 23, 24, 31, 29, 16, 17, 18, 19, 20, 21, 30, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.4,8192
55,512,40.35848547237225,103155,19.581406792014604,"[26, 27, 28, 25, 3, 2, 1, 0, 22, 23, 24, 31, 29, 16, 17, 18, 19, 20, 21, 30, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.4,8192
56,1024,40.35848547237225,144561,27.5405525600072,"[26, 27, 28, 25, 3, 2, 1, 0, 22, 23, 24, 31, 29, 16, 17, 18, 19, 20, 21, 30, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.4,8192
57,2048,40.35848547237225,144561,27.5405525600072,"[26, 27, 28, 25, 3, 2, 1, 0, 22, 23, 24, 31, 29, 16, 17, 18, 19, 20, 21, 30, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.4,8192
58,4096,40.35848547237225,144561,27.5405525600072,"[26, 27, 28, 25, 3, 2, 1, 0, 22, 23, 24, 31, 29, 16, 17, 18, 19, 20, 21, 30, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.4,8192
