,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
72,2048,83.0222981821956,105331,278.38984597599483,"[7, 25, 5, 4, 6, 8, 28, 9, 12, 0, 20, 17, 21, 22, 2, 3, 26, 24, 23, 31, 30, 14, 13, 11, 10, 27, 19, 16, 29, 15, 18, 1]",True,200,0.5,8192
73,4096,83.0222981821956,105331,278.38984597599483,"[7, 25, 5, 4, 6, 8, 28, 9, 12, 0, 20, 17, 21, 22, 2, 3, 26, 24, 23, 31, 30, 14, 13, 11, 10, 27, 19, 16, 29, 15, 18, 1]",True,200,0.5,8192
74,8192,83.0222981821956,105331,278.38984597599483,"[7, 25, 5, 4, 6, 8, 28, 9, 12, 0, 20, 17, 21, 22, 2, 3, 26, 24, 23, 31, 30, 14, 13, 11, 10, 27, 19, 16, 29, 15, 18, 1]",True,200,0.5,8192
75,0,130.83106057819353,200,0.009952569991583005,"[20, 0, 23, 12, 29, 9, 1, 21, 14, 16, 25, 19, 10, 4, 6, 3, 27, 5, 30, 24, 17, 2, 7, 28, 26, 18, 11, 22, 31, 13, 15, 8]",True,200,0.75,8192
76,1,107.3014280518666,402,0.6247885929769836,"[30, 26, 31, 8, 19, 23, 20, 12, 15, 18, 16, 25, 5, 6, 7, 0, 2, 28, 14, 4, 13, 11, 27, 9, 29, 1, 24, 3, 10, 17, 22, 21]",True,200,0.75,8192
77,2,107.3014280518666,603,1.2529215059767012,"[30, 26, 31, 8, 19, 23, 20, 12, 15, 18, 16, 25, 5, 6, 7, 0, 2, 28, 14, 4, 13, 11, 27, 9, 29, 1, 24, 3, 10, 17, 22, 21]",True,200,0.75,8192
78,4,92.29318510185612,1007,2.3955454179958906,"[16, 14, 9, 26, 29, 4, 20, 21, 30, 31, 18, 11, 10, 24, 23, 1, 2, 3, 0, 7, 28, 27, 25, 5, 22, 6, 8, 12, 13, 17, 15, 19]",True,200,0.75,8192
79,8,92.29318510185612,1811,4.942816536000464,"[16, 14, 9, 26, 29, 4, 20, 21, 30, 31, 18, 11, 10, 24, 23, 1, 2, 3, 0, 7, 28, 27, 25, 5, 22, 6, 8, 12, 13, 17, 15, 19]",True,200,0.75,8192
80,16,84.42063324302171,3421,9.218746378988726,"[27, 28, 12, 13, 15, 24, 25, 11, 10, 3, 0, 1, 22, 2, 9, 8, 7, 26, 4, 6, 17, 14, 16, 18, 20, 30, 23, 5, 21, 19, 29, 31]",True,200,0.75,8192
81,32,80.89681713754166,6638,17.629638983984478,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
82,64,80.89681713754166,13070,34.68714425098733,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
83,128,80.89681713754166,25934,69.14217537199147,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
84,256,80.89681713754166,51662,138.27836157398997,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
85,512,80.89681713754166,103118,274.7064298479818,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
86,1024,80.89681713754166,105731,281.60394812299637,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
87,2048,80.89681713754166,105731,281.60394812299637,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
88,4096,80.89681713754166,105731,281.60394812299637,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
89,8192,80.89681713754166,105731,281.60394812299637,"[27, 9, 12, 13, 28, 24, 25, 11, 10, 3, 0, 1, 22, 2, 4, 8, 7, 26, 21, 15, 14, 17, 16, 18, 20, 30, 23, 5, 6, 19, 29, 31]",True,200,0.75,8192
90,0,130.83106057819353,300,0.014843893004581332,"[20, 0, 23, 12, 29, 9, 1, 21, 14, 16, 25, 19, 10, 4, 6, 3, 27, 5, 30, 24, 17, 2, 7, 28, 26, 18, 11, 22, 31, 13, 15, 8]",True,300,0.25,8192
91,1,103.54035663637103,602,0.643603707983857,"[10, 2, 3, 1, 8, 28, 5, 6, 0, 25, 30, 18, 4, 24, 20, 15, 21, 27, 11, 13, 12, 31, 17, 22, 23, 26, 7, 9, 14, 29, 16, 19]",True,300,0.25,8192
92,2,103.54035663637103,903,1.2698411069868598,"[10, 2, 3, 1, 8, 28, 5, 6, 0, 25, 30, 18, 4, 24, 20, 15, 21, 27, 11, 13, 12, 31, 17, 22, 23, 26, 7, 9, 14, 29, 16, 19]",True,300,0.25,8192
93,4,93.3472797989225,1507,2.514888753008563,"[18, 28, 13, 15, 1, 22, 23, 4, 5, 3, 20, 17, 0, 30, 24, 2, 27, 26, 29, 14, 12, 8, 10, 11, 9, 25, 31, 21, 16, 6, 7, 19]",True,300,0.25,8192
94,8,86.06208828066183,2714,4.968721604003804,"[20, 30, 8, 29, 12, 11, 25, 1, 3, 2, 0, 28, 27, 17, 18, 16, 15, 26, 24, 10, 13, 7, 6, 5, 4, 9, 23, 31, 22, 21, 14, 19]",True,300,0.25,8192
95,16,84.34910769832908,5123,10.577156501996797,"[18, 28, 14, 15, 1, 22, 23, 4, 5, 3, 20, 21, 0, 30, 24, 2, 27, 26, 9, 8, 12, 13, 10, 11, 29, 25, 31, 17, 16, 6, 7, 19]",True,300,0.25,8192
96,32,84.34910769832908,9939,22.396475752000697,"[18, 28, 14, 15, 1, 22, 23, 4, 5, 3, 20, 21, 0, 30, 24, 2, 27, 26, 9, 8, 12, 13, 10, 11, 29, 25, 31, 17, 16, 6, 7, 19]",True,300,0.25,8192
97,64,84.34910769832908,19571,46.97413255900028,"[18, 28, 14, 15, 1, 22, 23, 4, 5, 3, 20, 21, 0, 30, 24, 2, 27, 26, 9, 8, 12, 13, 10, 11, 29, 25, 31, 17, 16, 6, 7, 19]",True,300,0.25,8192
98,128,84.34910769832908,38835,96.0330218070012,"[18, 28, 14, 15, 1, 22, 23, 4, 5, 3, 20, 21, 0, 30, 24, 2, 27, 26, 9, 8, 12, 13, 10, 11, 29, 25, 31, 17, 16, 6, 7, 19]",True,300,0.25,8192
99,256,84.34910769832908,77363,197.96155724098207,"[18, 28, 14, 15, 1, 22, 23, 4, 5, 3, 20, 21, 0, 30, 24, 2, 27, 26, 9, 8, 12, 13, 10, 11, 29, 25, 31, 17, 16, 6, 7, 19]",True,300,0.25,8192
100,512,84.34910769832908,153516,395.9623504150077,"[18, 28, 14, 15, 1, 22, 23, 4, 5, 3, 20, 21, 0, 30, 24, 2, 27, 26, 9, 8, 12, 13, 10, 11, 29, 25, 31, 17, 16, 6, 7, 19]",True,300,0.25,8192
