,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
79,8,8.0,1811,4.062761117995251,"[19.0, 6.0, 3.0, 15.0, 7.0, 16.0, 8.0, 13.0, 18.0, 14.0, 4.0, 2.0, 10.0, 17.0, 9.0, 13.0, 0.0, 14.0, 11.0, 12.0]",True,200,0.75,8192
80,16,8.0,3419,6.947289089002879,"[19.0, 6.0, 3.0, 15.0, 7.0, 16.0, 8.0, 13.0, 18.0, 14.0, 4.0, 2.0, 10.0, 17.0, 9.0, 13.0, 0.0, 14.0, 11.0, 12.0]",True,200,0.75,8192
81,32,7.0,6636,12.047901284007821,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
82,64,7.0,13068,23.269071076996624,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
83,128,7.0,25932,53.97520161099965,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
84,256,7.0,51660,106.07835130000603,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
85,512,7.0,103116,225.02533197999583,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
86,1024,7.0,104523,228.74634492199402,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
87,2048,7.0,104523,228.74634492199402,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
88,4096,7.0,104523,228.74634492199402,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
89,8192,7.0,104523,228.74634492199402,"[14.0, 4.0, 9.0, 0.0, 17.0, 11.0, 2.0, 16.0, 19.0, 1.0, 8.0, 12.0, 5.0, 18.0, 19.0, 15.0, 18.0, 8.0, 17.0, 1.0]",True,200,0.75,8192
90,0,24.0,300,0.6113603750127368,"[8, 15, 13, 8, 11, 18, 11, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",True,300,0.25,8192
