,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
90,0,24.0,300,0.13597746600862592,"[8, 15, 13, 8, 11, 18, 11, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",300,0.4,8192
91,1,10.0,602,0.29129288098192774,"[4, 17, 5, 11, 16, 1, 15, 4, 19, 17, 2, 8, 5, 9, 2, 18, 7, 12, 7, 3]",300,0.4,8192
92,2,9.0,904,0.44739304200629704,"[13, 0, 13, 4, 18, 5, 11, 4, 13, 2, 14, 3, 8, 1, 12, 1, 15, 19, 12, 9]",300,0.4,8192
93,4,8.0,1507,0.7523348850081675,"[10, 8, 0, 19, 17, 11, 2, 18, 11, 4, 16, 13, 5, 1, 18, 15, 14, 12, 19, 3]",300,0.4,8192
94,8,8.0,2711,1.3590795869822614,"[10, 8, 0, 19, 17, 11, 2, 18, 11, 4, 16, 13, 5, 1, 18, 15, 14, 12, 19, 3]",300,0.4,8192
95,16,8.0,5119,2.6310634249821305,"[10, 8, 0, 19, 17, 11, 2, 18, 11, 4, 16, 13, 5, 1, 18, 15, 14, 12, 19, 3]",300,0.4,8192
96,32,6.0,9937,5.065115003002575,"[10, 7, 16, 8, 16, 1, 15, 4, 0, 3, 17, 14, 5, 0, 18, 13, 7, 12, 19, 3]",300,0.4,8192
97,64,2.0,19573,10.451034316996811,"[10, 8, 16, 19, 17, 11, 14, 4, 0, 3, 15, 13, 5, 1, 18, 16, 7, 12, 17, 9]",300,0.4,8192
98,128,1.0,38838,22.126492796000093,"[10, 8, 16, 19, 17, 14, 9, 4, 0, 3, 6, 13, 5, 1, 18, 15, 7, 12, 2, 9]",300,0.4,8192
99,256,1.0,77366,45.55490424198797,"[10, 8, 16, 19, 17, 14, 9, 4, 0, 3, 6, 13, 5, 1, 18, 15, 7, 12, 2, 9]",300,0.4,8192
100,512,1.0,154422,86.71938686200883,"[10, 8, 16, 19, 17, 14, 9, 4, 0, 3, 6, 13, 5, 1, 18, 15, 7, 12, 2, 9]",300,0.4,8192
101,1024,1.0,172783,96.1662294039852,"[10, 8, 16, 19, 17, 14, 9, 4, 0, 3, 6, 13, 5, 1, 18, 15, 7, 12, 2, 9]",300,0.4,8192
102,2048,1.0,172783,96.1662294039852,"[10, 8, 16, 19, 17, 14, 9, 4, 0, 3, 6, 13, 5, 1, 18, 15, 7, 12, 2, 9]",300,0.4,8192
103,4096,1.0,172783,96.1662294039852,"[10, 8, 16, 19, 17, 14, 9, 4, 0, 3, 6, 13, 5, 1, 18, 15, 7, 12, 2, 9]",300,0.4,8192
